PSI 3hr,Datetime,DayOfWeek,Period,DayOfMonth,Month
59,  4am 03 Jul 2014,Wed,night,3,Jul
61,  5am 03 Jul 2014,Wed,night,3,Jul
63,  6am 03 Jul 2014,Wed,morning,3,Jul
65,  7am 03 Jul 2014,Wed,morning,3,Jul
67,  8am 03 Jul 2014,Wed,morning,3,Jul
69,  9am 03 Jul 2014,Wed,morning,3,Jul
71,  10am 03 Jul 2014,Wed,morning,3,Jul
71,  11am 03 Jul 2014,Wed,morning,3,Jul
69,  12pm 03 Jul 2014,Wed,afternoon,3,Jul
64,  1pm 03 Jul 2014,Wed,afternoon,3,Jul
59,  2pm 03 Jul 2014,Wed,afternoon,3,Jul
60,  3pm 03 Jul 2014,Wed,afternoon,3,Jul
62,  4pm 03 Jul 2014,Wed,afternoon,3,Jul
67,  5pm 03 Jul 2014,Wed,afternoon,3,Jul
63,  6pm 03 Jul 2014,Wed,afternoon,3,Jul
58,  7pm 03 Jul 2014,Wed,evening,3,Jul
53,  8pm 03 Jul 2014,Wed,evening,3,Jul
51,  9pm 03 Jul 2014,Wed,evening,3,Jul
51,  10pm 03 Jul 2014,Wed,evening,3,Jul
0,  11pm 03 Jul 2014,Wed,evening,3,Jul
55,  12am 04 Jul 2014,Thurs,night,4,Jul
58,  1am 04 Jul 2014,Thurs,night,4,Jul
59,  2am 04 Jul 2014,Thurs,night,4,Jul
59,  3am 04 Jul 2014,Thurs,night,4,Jul
57,  4am 04 Jul 2014,Thurs,night,4,Jul
56,  5am 04 Jul 2014,Thurs,night,4,Jul
55,  6am 04 Jul 2014,Thurs,morning,4,Jul
55,  7am 04 Jul 2014,Thurs,morning,4,Jul
55,  9am 04 Jul 2014,Thurs,morning,4,Jul
55,  10am 04 Jul 2014,Thurs,morning,4,Jul
55,  11am 04 Jul 2014,Thurs,morning,4,Jul
58,  12pm 04 Jul 2014,Thurs,afternoon,4,Jul
60,  1pm 04 Jul 2014,Thurs,afternoon,4,Jul
63,  3pm 04 Jul 2014,Thurs,afternoon,4,Jul
62,  4pm 04 Jul 2014,Thurs,afternoon,4,Jul
62,  6pm 04 Jul 2014,Thurs,afternoon,4,Jul
65,  7pm 04 Jul 2014,Thurs,evening,4,Jul
66,  8pm 04 Jul 2014,Thurs,evening,4,Jul
66,  9pm 04 Jul 2014,Thurs,evening,4,Jul
66,  10pm 04 Jul 2014,Thurs,evening,4,Jul
66,  11pm 04 Jul 2014,Thurs,evening,4,Jul
67,  12am 05 Jul 2014,Fri,night,5,Jul
65,  1am 05 Jul 2014,Fri,night,5,Jul
61,  2am 05 Jul 2014,Fri,night,5,Jul
56,  3am 05 Jul 2014,Fri,night,5,Jul
55,  4am 05 Jul 2014,Fri,night,5,Jul
55,  5am 05 Jul 2014,Fri,night,5,Jul
55,  6am 05 Jul 2014,Fri,morning,5,Jul
53,  7am 05 Jul 2014,Fri,morning,5,Jul
44,  8am 05 Jul 2014,Fri,morning,5,Jul
17,  10am 05 Jul 2014,Fri,morning,5,Jul
24,  11am 05 Jul 2014,Fri,morning,5,Jul
46,  12pm 05 Jul 2014,Fri,afternoon,5,Jul
58,  1pm 05 Jul 2014,Fri,afternoon,5,Jul
63,  2pm 05 Jul 2014,Fri,afternoon,5,Jul
63,  3pm 05 Jul 2014,Fri,afternoon,5,Jul
59,  4pm 05 Jul 2014,Fri,afternoon,5,Jul
59,  5pm 05 Jul 2014,Fri,afternoon,5,Jul
59,  6pm 05 Jul 2014,Fri,afternoon,5,Jul
0,  7pm 05 Jul 2014,Fri,evening,5,Jul
60,  8pm 05 Jul 2014,Fri,evening,5,Jul
64,  9pm 05 Jul 2014,Fri,evening,5,Jul
64,  10pm 05 Jul 2014,Fri,evening,5,Jul
60,  11pm 05 Jul 2014,Fri,evening,5,Jul
56,  12am 06 Jul 2014,Sat,night,6,Jul
53,  1am 06 Jul 2014,Sat,night,6,Jul
54,  2am 06 Jul 2014,Sat,night,6,Jul
54,  3am 06 Jul 2014,Sat,night,6,Jul
55,  4am 06 Jul 2014,Sat,night,6,Jul
53,  5am 06 Jul 2014,Sat,night,6,Jul
53,  6am 06 Jul 2014,Sat,morning,6,Jul
54,  7am 06 Jul 2014,Sat,morning,6,Jul
56,  8am 06 Jul 2014,Sat,morning,6,Jul
59,  10am 06 Jul 2014,Sat,morning,6,Jul
60,  11am 06 Jul 2014,Sat,morning,6,Jul
60,  12pm 06 Jul 2014,Sat,afternoon,6,Jul
58,  1pm 06 Jul 2014,Sat,afternoon,6,Jul
56,  2pm 06 Jul 2014,Sat,afternoon,6,Jul
54,  4pm 06 Jul 2014,Sat,afternoon,6,Jul
52,  5pm 06 Jul 2014,Sat,afternoon,6,Jul
44,  6pm 06 Jul 2014,Sat,afternoon,6,Jul
39,  7pm 06 Jul 2014,Sat,evening,6,Jul
41,  8pm 06 Jul 2014,Sat,evening,6,Jul
47,  9pm 06 Jul 2014,Sat,evening,6,Jul
46,  10pm 06 Jul 2014,Sat,evening,6,Jul
49,  11pm 06 Jul 2014,Sat,evening,6,Jul
52,  12am 07 Jul 2014,Sun,night,7,Jul
52,  1am 07 Jul 2014,Sun,night,7,Jul
53,  2am 07 Jul 2014,Sun,night,7,Jul
54,  3am 07 Jul 2014,Sun,night,7,Jul
54,  4am 07 Jul 2014,Sun,night,7,Jul
0,  5am 07 Jul 2014,Sun,night,7,Jul
52,  6am 07 Jul 2014,Sun,morning,7,Jul
52,  7am 07 Jul 2014,Sun,morning,7,Jul
51,  8am 07 Jul 2014,Sun,morning,7,Jul
52,  9am 07 Jul 2014,Sun,morning,7,Jul
50,  11am 07 Jul 2014,Sun,morning,7,Jul
42,  12pm 07 Jul 2014,Sun,afternoon,7,Jul
43,  1pm 07 Jul 2014,Sun,afternoon,7,Jul
52,  2pm 07 Jul 2014,Sun,afternoon,7,Jul
53,  3pm 07 Jul 2014,Sun,afternoon,7,Jul
50,  4pm 07 Jul 2014,Sun,afternoon,7,Jul
47,  5pm 07 Jul 2014,Sun,afternoon,7,Jul
51,  6pm 07 Jul 2014,Sun,afternoon,7,Jul
53,  7pm 07 Jul 2014,Sun,evening,7,Jul
52,  8pm 07 Jul 2014,Sun,evening,7,Jul
48,  9pm 07 Jul 2014,Sun,evening,7,Jul
50,  10pm 07 Jul 2014,Sun,evening,7,Jul
53,  11pm 07 Jul 2014,Sun,evening,7,Jul
54,  12am 08 Jul 2014,Mon,night,8,Jul
54,  1am 08 Jul 2014,Mon,night,8,Jul
54,  2am 08 Jul 2014,Mon,night,8,Jul
54,  3am 08 Jul 2014,Mon,night,8,Jul
54,  4am 08 Jul 2014,Mon,night,8,Jul
52,  5am 08 Jul 2014,Mon,night,8,Jul
48,  6am 08 Jul 2014,Mon,morning,8,Jul
33,  7am 08 Jul 2014,Mon,morning,8,Jul
31,  8am 08 Jul 2014,Mon,morning,8,Jul
35,  9am 08 Jul 2014,Mon,morning,8,Jul
51,  10am 08 Jul 2014,Mon,morning,8,Jul
52,  11am 08 Jul 2014,Mon,morning,8,Jul
52,  12pm 08 Jul 2014,Mon,afternoon,8,Jul
52,  1pm 08 Jul 2014,Mon,afternoon,8,Jul
54,  2pm 08 Jul 2014,Mon,afternoon,8,Jul
56,  3pm 08 Jul 2014,Mon,afternoon,8,Jul
58,  4pm 08 Jul 2014,Mon,afternoon,8,Jul
58,  5pm 08 Jul 2014,Mon,afternoon,8,Jul
60,  6pm 08 Jul 2014,Mon,afternoon,8,Jul
61,  7pm 08 Jul 2014,Mon,evening,8,Jul
61,  8pm 08 Jul 2014,Mon,evening,8,Jul
61,  9pm 08 Jul 2014,Mon,evening,8,Jul
59,  10pm 08 Jul 2014,Mon,evening,8,Jul
59,  11pm 08 Jul 2014,Mon,evening,8,Jul
59,  12am 09 Jul 2014,Tues,night,9,Jul
56,  1am 09 Jul 2014,Tues,night,9,Jul
52,  2am 09 Jul 2014,Tues,night,9,Jul
40,  3am 09 Jul 2014,Tues,night,9,Jul
35,  4am 09 Jul 2014,Tues,night,9,Jul
28,  5am 09 Jul 2014,Tues,night,9,Jul
29,  6am 09 Jul 2014,Tues,morning,9,Jul
29,  7am 09 Jul 2014,Tues,morning,9,Jul
34,  8am 09 Jul 2014,Tues,morning,9,Jul
34,  9am 09 Jul 2014,Tues,morning,9,Jul
34,  10am 09 Jul 2014,Tues,morning,9,Jul
32,  11am 09 Jul 2014,Tues,morning,9,Jul
40,  12pm 09 Jul 2014,Tues,afternoon,9,Jul
48,  1pm 09 Jul 2014,Tues,afternoon,9,Jul
53,  2pm 09 Jul 2014,Tues,afternoon,9,Jul
54,  3pm 09 Jul 2014,Tues,afternoon,9,Jul
54,  4pm 09 Jul 2014,Tues,afternoon,9,Jul
53,  5pm 09 Jul 2014,Tues,afternoon,9,Jul
51,  6pm 09 Jul 2014,Tues,afternoon,9,Jul
49,  7pm 09 Jul 2014,Tues,evening,9,Jul
44,  8pm 09 Jul 2014,Tues,evening,9,Jul
43,  9pm 09 Jul 2014,Tues,evening,9,Jul
37,  10pm 09 Jul 2014,Tues,evening,9,Jul
34,  11pm 09 Jul 2014,Tues,evening,9,Jul
32,  12am 10 Jul 2014,Wed,night,10,Jul
35,  1am 10 Jul 2014,Wed,night,10,Jul
37,  2am 10 Jul 2014,Wed,night,10,Jul
41,  3am 10 Jul 2014,Wed,night,10,Jul
41,  4am 10 Jul 2014,Wed,night,10,Jul
44,  5am 10 Jul 2014,Wed,night,10,Jul
45,  6am 10 Jul 2014,Wed,morning,10,Jul
45,  7am 10 Jul 2014,Wed,morning,10,Jul
44,  8am 10 Jul 2014,Wed,morning,10,Jul
43,  9am 10 Jul 2014,Wed,morning,10,Jul
48,  10am 10 Jul 2014,Wed,morning,10,Jul
53,  11am 10 Jul 2014,Wed,morning,10,Jul
56,  12pm 10 Jul 2014,Wed,afternoon,10,Jul
58,  1pm 10 Jul 2014,Wed,afternoon,10,Jul
60,  2pm 10 Jul 2014,Wed,afternoon,10,Jul
61,  3pm 10 Jul 2014,Wed,afternoon,10,Jul
61,  4pm 10 Jul 2014,Wed,afternoon,10,Jul
57,  5pm 10 Jul 2014,Wed,afternoon,10,Jul
54,  6pm 10 Jul 2014,Wed,afternoon,10,Jul
48,  7pm 10 Jul 2014,Wed,evening,10,Jul
47,  8pm 10 Jul 2014,Wed,evening,10,Jul
47,  9pm 10 Jul 2014,Wed,evening,10,Jul
52,  10pm 10 Jul 2014,Wed,evening,10,Jul
54,  11pm 10 Jul 2014,Wed,evening,10,Jul
54,  12am 11 Jul 2014,Thurs,night,11,Jul
53,  1am 11 Jul 2014,Thurs,night,11,Jul
53,  2am 11 Jul 2014,Thurs,night,11,Jul
53,  3am 11 Jul 2014,Thurs,night,11,Jul
55,  4am 11 Jul 2014,Thurs,night,11,Jul
54,  5am 11 Jul 2014,Thurs,night,11,Jul
55,  6am 11 Jul 2014,Thurs,morning,11,Jul
55,  7am 11 Jul 2014,Thurs,morning,11,Jul
55,  8am 11 Jul 2014,Thurs,morning,11,Jul
53,  9am 11 Jul 2014,Thurs,morning,11,Jul
52,  10am 11 Jul 2014,Thurs,morning,11,Jul
54,  11am 11 Jul 2014,Thurs,morning,11,Jul
57,  12pm 11 Jul 2014,Thurs,afternoon,11,Jul
58,  1pm 11 Jul 2014,Thurs,afternoon,11,Jul
56,  2pm 11 Jul 2014,Thurs,afternoon,11,Jul
56,  3pm 11 Jul 2014,Thurs,afternoon,11,Jul
57,  4pm 11 Jul 2014,Thurs,afternoon,11,Jul
57,  5pm 11 Jul 2014,Thurs,afternoon,11,Jul
54,  6pm 11 Jul 2014,Thurs,afternoon,11,Jul
53,  7pm 11 Jul 2014,Thurs,evening,11,Jul
53,  8pm 11 Jul 2014,Thurs,evening,11,Jul
54,  9pm 11 Jul 2014,Thurs,evening,11,Jul
53,  10pm 11 Jul 2014,Thurs,evening,11,Jul
52,  11pm 11 Jul 2014,Thurs,evening,11,Jul
53,  12am 12 Jul 2014,Fri,night,12,Jul
55,  1am 12 Jul 2014,Fri,night,12,Jul
56,  2am 12 Jul 2014,Fri,night,12,Jul
56,  3am 12 Jul 2014,Fri,night,12,Jul
55,  4am 12 Jul 2014,Fri,night,12,Jul
53,  5am 12 Jul 2014,Fri,night,12,Jul
54,  6am 12 Jul 2014,Fri,morning,12,Jul
56,  7am 12 Jul 2014,Fri,morning,12,Jul
56,  8am 12 Jul 2014,Fri,morning,12,Jul
52,  9am 12 Jul 2014,Fri,morning,12,Jul
39,  10am 12 Jul 2014,Fri,morning,12,Jul
37,  11am 12 Jul 2014,Fri,morning,12,Jul
52,  12pm 12 Jul 2014,Fri,afternoon,12,Jul
56,  1pm 12 Jul 2014,Fri,afternoon,12,Jul
55,  2pm 12 Jul 2014,Fri,afternoon,12,Jul
54,  3pm 12 Jul 2014,Fri,afternoon,12,Jul
56,  4pm 12 Jul 2014,Fri,afternoon,12,Jul
60,  5pm 12 Jul 2014,Fri,afternoon,12,Jul
58,  7pm 12 Jul 2014,Fri,evening,12,Jul
47,  9pm 12 Jul 2014,Fri,evening,12,Jul
43,  10pm 12 Jul 2014,Fri,evening,12,Jul
41,  11pm 12 Jul 2014,Fri,evening,12,Jul
51,  12am 13 Jul 2014,Sat,night,13,Jul
53,  1am 13 Jul 2014,Sat,night,13,Jul
55,  2am 13 Jul 2014,Sat,night,13,Jul
52,  3am 13 Jul 2014,Sat,night,13,Jul
46,  4am 13 Jul 2014,Sat,night,13,Jul
40,  5am 13 Jul 2014,Sat,night,13,Jul
39,  6am 13 Jul 2014,Sat,morning,13,Jul
43,  7am 13 Jul 2014,Sat,morning,13,Jul
44,  8am 13 Jul 2014,Sat,morning,13,Jul
44,  9am 13 Jul 2014,Sat,morning,13,Jul
35,  10am 13 Jul 2014,Sat,morning,13,Jul
32,  11am 13 Jul 2014,Sat,morning,13,Jul
38,  12pm 13 Jul 2014,Sat,afternoon,13,Jul
48,  1pm 13 Jul 2014,Sat,afternoon,13,Jul
52,  2pm 13 Jul 2014,Sat,afternoon,13,Jul
52,  3pm 13 Jul 2014,Sat,afternoon,13,Jul
52,  4pm 13 Jul 2014,Sat,afternoon,13,Jul
54,  5pm 13 Jul 2014,Sat,afternoon,13,Jul
56,  6pm 13 Jul 2014,Sat,afternoon,13,Jul
55,  7pm 13 Jul 2014,Sat,evening,13,Jul
53,  8pm 13 Jul 2014,Sat,evening,13,Jul
51,  9pm 13 Jul 2014,Sat,evening,13,Jul
47,  10pm 13 Jul 2014,Sat,evening,13,Jul
45,  11pm 13 Jul 2014,Sat,evening,13,Jul
45,  12am 14 Jul 2014,Sun,night,14,Jul
45,  1am 14 Jul 2014,Sun,night,14,Jul
44,  2am 14 Jul 2014,Sun,night,14,Jul
42,  3am 14 Jul 2014,Sun,night,14,Jul
39,  4am 14 Jul 2014,Sun,night,14,Jul
35,  5am 14 Jul 2014,Sun,night,14,Jul
33,  6am 14 Jul 2014,Sun,morning,14,Jul
35,  7am 14 Jul 2014,Sun,morning,14,Jul
42,  8am 14 Jul 2014,Sun,morning,14,Jul
45,  9am 14 Jul 2014,Sun,morning,14,Jul
45,  10am 14 Jul 2014,Sun,morning,14,Jul
45,  11am 14 Jul 2014,Sun,morning,14,Jul
51,  12pm 14 Jul 2014,Sun,afternoon,14,Jul
54,  1pm 14 Jul 2014,Sun,afternoon,14,Jul
56,  2pm 14 Jul 2014,Sun,afternoon,14,Jul
57,  3pm 14 Jul 2014,Sun,afternoon,14,Jul
57,  4pm 14 Jul 2014,Sun,afternoon,14,Jul
60,  5pm 14 Jul 2014,Sun,afternoon,14,Jul
62,  6pm 14 Jul 2014,Sun,afternoon,14,Jul
62,  7pm 14 Jul 2014,Sun,evening,14,Jul
58,  8pm 14 Jul 2014,Sun,evening,14,Jul
56,  9pm 14 Jul 2014,Sun,evening,14,Jul
54,  10pm 14 Jul 2014,Sun,evening,14,Jul
55,  11pm 14 Jul 2014,Sun,evening,14,Jul
53,  12am 15 Jul 2014,Mon,night,15,Jul
53,  1am 15 Jul 2014,Mon,night,15,Jul
52,  2am 15 Jul 2014,Mon,night,15,Jul
51,  3am 15 Jul 2014,Mon,night,15,Jul
49,  4am 15 Jul 2014,Mon,night,15,Jul
46,  5am 15 Jul 2014,Mon,night,15,Jul
47,  6am 15 Jul 2014,Mon,morning,15,Jul
51,  7am 15 Jul 2014,Mon,morning,15,Jul
53,  8am 15 Jul 2014,Mon,morning,15,Jul
55,  9am 15 Jul 2014,Mon,morning,15,Jul
57,  10am 15 Jul 2014,Mon,morning,15,Jul
58,  11am 15 Jul 2014,Mon,morning,15,Jul
59,  12pm 15 Jul 2014,Mon,afternoon,15,Jul
60,  1pm 15 Jul 2014,Mon,afternoon,15,Jul
60,  2pm 15 Jul 2014,Mon,afternoon,15,Jul
60,  3pm 15 Jul 2014,Mon,afternoon,15,Jul
59,  4pm 15 Jul 2014,Mon,afternoon,15,Jul
57,  5pm 15 Jul 2014,Mon,afternoon,15,Jul
56,  6pm 15 Jul 2014,Mon,afternoon,15,Jul
57,  7pm 15 Jul 2014,Mon,evening,15,Jul
57,  8pm 15 Jul 2014,Mon,evening,15,Jul
55,  9pm 15 Jul 2014,Mon,evening,15,Jul
53,  10pm 15 Jul 2014,Mon,evening,15,Jul
49,  11pm 15 Jul 2014,Mon,evening,15,Jul
41,  12am 16 Jul 2014,Tues,night,16,Jul
43,  1am 16 Jul 2014,Tues,night,16,Jul
45,  2am 16 Jul 2014,Tues,night,16,Jul
50,  3am 16 Jul 2014,Tues,night,16,Jul
49,  4am 16 Jul 2014,Tues,night,16,Jul
51,  5am 16 Jul 2014,Tues,night,16,Jul
51,  6am 16 Jul 2014,Tues,morning,16,Jul
52,  7am 16 Jul 2014,Tues,morning,16,Jul
52,  8am 16 Jul 2014,Tues,morning,16,Jul
53,  9am 16 Jul 2014,Tues,morning,16,Jul
55,  10am 16 Jul 2014,Tues,morning,16,Jul
57,  11am 16 Jul 2014,Tues,morning,16,Jul
58,  12pm 16 Jul 2014,Tues,afternoon,16,Jul
59,  1pm 16 Jul 2014,Tues,afternoon,16,Jul
60,  2pm 16 Jul 2014,Tues,afternoon,16,Jul
61,  3pm 16 Jul 2014,Tues,afternoon,16,Jul
60,  4pm 16 Jul 2014,Tues,afternoon,16,Jul
59,  5pm 16 Jul 2014,Tues,afternoon,16,Jul
